gene,Hyb1,Hyb2,Hyb3,Hyb4
fake2812,13,6,5,8
fake2813,13,6,6,9
fake2814,13,6,7,10
fake2815,13,6,8,11
fake2816,13,6,9,12
fake2817,13,6,11,14
fake2818,13,6,12,15
fake2819,13,6,13,16
fake2820,13,6,14,1
fake2821,13,6,15,2
fake2822,13,6,16,3
fake2823,13,7,2,6
fake2824,13,7,3,7
fake2825,13,7,4,8
fake2826,13,7,5,9
fake2827,13,7,6,10
fake2828,13,7,7,11
fake2829,13,7,8,12
fake2830,13,7,9,13
fake2831,13,7,11,15
fake2832,13,7,13,1
fake2833,13,7,14,2
fake2834,13,7,15,3
fake2835,13,7,16,4
fake2836,13,8,1,6
fake2837,13,8,2,7
fake2838,13,8,4,9
fake2839,13,8,5,10
fake2840,13,8,6,11
fake2841,13,8,7,12
fake2842,13,8,8,13
fake2843,13,8,9,14
fake2844,13,8,10,15
fake2845,13,8,11,16
fake2846,13,8,12,1
fake2847,13,8,13,2
fake2848,13,8,14,3
fake2849,13,8,15,4
fake2850,13,8,16,5
fake2851,13,9,1,7
fake2852,13,9,2,8
fake2853,13,9,3,9
fake2854,13,9,4,10
fake2855,13,9,5,11
fake2856,13,9,6,12
fake2857,13,9,7,13
fake2858,13,9,8,14
fake2859,13,9,9,15
fake2860,13,9,10,16
fake2861,13,9,11,1
fake2862,13,9,13,3
fake2863,13,9,14,4
fake2864,13,9,16,6
fake2865,13,10,1,8
fake2866,13,10,2,9
fake2867,13,10,3,10
fake2868,13,10,4,11
fake2869,13,10,5,12
fake2870,13,10,6,13
fake2871,13,10,7,14
fake2872,13,10,8,15
fake2873,13,10,9,16
fake2874,13,10,11,2
fake2875,13,10,12,3
fake2876,13,10,13,4
fake2877,13,10,14,5
fake2878,13,10,15,6
fake2879,13,10,16,7
fake2880,13,11,1,9
fake2881,13,11,2,10
fake2882,13,11,3,11
fake2883,13,11,4,12
fake2884,13,11,5,13
fake2885,13,11,6,14
fake2886,13,11,7,15
fake2887,13,11,8,16
fake2888,13,11,9,1
fake2889,13,11,10,2
fake2890,13,11,11,3
fake2891,13,11,12,4
fake2892,13,11,13,5
fake2893,13,11,14,6
fake2894,13,11,15,7
fake2895,13,12,1,10
fake2896,13,12,2,11
fake2897,13,12,3,12
fake2898,13,12,4,13
fake2899,13,12,5,14
fake2900,13,12,7,16
fake2901,13,12,8,1
fake2902,13,12,9,2
fake2903,13,12,10,3
fake2904,13,12,13,6
fake2905,13,12,14,7
fake2906,13,12,16,9
fake2907,13,13,1,11
fake2908,13,13,2,12
fake2909,13,13,3,13
fake2910,13,13,4,14
fake2911,13,13,5,15
fake2912,13,13,6,16
fake2913,13,13,7,1
fake2914,13,13,8,2
fake2915,13,13,10,4
fake2916,13,13,11,5
fake2917,13,13,12,6
fake2918,13,13,13,7
fake2919,13,13,14,8
fake2920,13,13,15,9
fake2921,13,13,16,10
fake2922,13,14,1,12
fake2923,13,14,2,13
fake2924,13,14,3,14
fake2925,13,14,4,15
fake2926,13,14,6,1
fake2927,13,14,7,2
fake2928,13,14,8,3
fake2929,13,14,10,5
fake2930,13,14,11,6
fake2931,13,14,12,7
fake2932,13,14,13,8
fake2933,13,14,14,9
fake2934,13,14,15,10
fake2935,13,14,16,11
fake2936,13,15,1,13
fake2937,13,15,2,14
fake2938,13,15,3,15
fake2939,13,15,4,16
fake2940,13,15,5,1
fake2941,13,15,6,2
fake2942,13,15,7,3
fake2943,13,15,8,4
fake2944,13,15,9,5
fake2945,13,15,10,6
fake2946,13,15,11,7
fake2947,13,15,12,8
fake2948,13,15,13,9
fake2949,13,15,14,10
fake2950,13,15,15,11
fake2951,13,16,1,14
fake2952,13,16,2,15
fake2953,13,16,3,16
fake2954,13,16,4,1
fake2955,13,16,5,2
fake2956,13,16,6,3
fake2957,13,16,7,4
fake2958,13,16,8,5
fake2959,13,16,9,6
fake2960,13,16,11,8
fake2961,13,16,12,9
fake2962,13,16,13,10
fake2963,13,16,14,11
fake2964,13,16,15,12
fake2965,13,16,16,13
fake2966,14,1,1,16
fake2967,14,1,2,1
fake2968,14,1,3,2
fake2969,14,1,4,3
fake2970,14,1,5,4
fake2971,14,1,6,5
fake2972,14,1,7,6
fake2973,14,1,8,7
fake2974,14,1,9,8
fake2975,14,1,10,9
fake2976,14,1,12,11
fake2977,14,1,13,12
fake2978,14,1,14,13
fake2979,14,1,16,15
fake2980,14,2,1,1
fake2981,14,2,2,2
fake2982,14,2,3,3
fake2983,14,2,4,4
fake2984,14,2,5,5
fake2985,14,2,6,6
fake2986,14,2,8,8
fake2987,14,2,9,9
fake2988,14,2,10,10
fake2989,14,2,11,11
fake2990,14,2,12,12
fake2991,14,2,13,13
fake2992,14,2,14,14
fake2993,14,2,15,15
fake2994,14,3,1,2
fake2995,14,3,2,3
fake2996,14,3,3,4
fake2997,14,3,4,5
fake2998,14,3,5,6
fake2999,14,3,6,7
fake3000,14,3,7,8
fake3001,14,3,8,9
fake3002,14,3,9,10
fake3003,14,3,10,11
fake3004,14,3,11,12
fake3005,14,3,12,13
fake3006,14,3,13,14
fake3007,14,3,14,15
fake3008,14,3,15,16
fake3009,14,3,16,1
fake3010,14,4,1,3
fake3011,14,4,2,4
fake3012,14,4,3,5
fake3013,14,4,4,6
fake3014,14,4,5,7
fake3015,14,4,6,8
fake3016,14,4,7,9
fake3017,14,4,10,12
fake3018,14,4,11,13
fake3019,14,4,12,14
fake3020,14,4,13,15
fake3021,14,4,14,16
fake3022,14,4,16,2
fake3023,14,5,1,4
fake3024,14,5,2,5
fake3025,14,5,3,6
fake3026,14,5,4,7
fake3027,14,5,5,8
fake3028,14,5,6,9
fake3029,14,5,7,10
fake3030,14,5,8,11
fake3031,14,5,9,12
fake3032,14,5,10,13
fake3033,14,5,11,14
fake3034,14,5,12,15
fake3035,14,5,13,16
fake3036,14,5,14,1
fake3037,14,5,15,2
fake3038,14,6,1,5
fake3039,14,6,2,6
fake3040,14,6,4,8
fake3041,14,6,6,10
fake3042,14,6,7,11
fake3043,14,6,8,12
fake3044,14,6,9,13
fake3045,14,6,10,14
fake3046,14,6,11,15
fake3047,14,6,12,16
fake3048,14,6,13,1
fake3049,14,6,14,2
fake3050,14,6,16,4
fake3051,14,7,1,6
fake3052,14,7,2,7
fake3053,14,7,4,9
fake3054,14,7,5,10
fake3055,14,7,6,11
fake3056,14,7,7,12
fake3057,14,7,8,13
fake3058,14,7,9,14
fake3059,14,7,10,15
fake3060,14,7,11,16
fake3061,14,7,12,1
fake3062,14,7,13,2
fake3063,14,7,14,3
fake3064,14,7,15,4
fake3065,14,7,16,5
fake3066,14,8,1,7
fake3067,14,8,3,9
fake3068,14,8,4,10
fake3069,14,8,5,11
fake3070,14,8,6,12
fake3071,14,8,7,13
fake3072,14,8,8,14
fake3073,14,8,9,15
fake3074,14,8,10,16
fake3075,14,8,11,1
fake3076,14,8,12,2
fake3077,14,8,14,4
fake3078,14,8,15,5
fake3079,14,8,16,6
fake3080,14,9,2,9
fake3081,14,9,3,10
fake3082,14,9,4,11
fake3083,14,9,5,12
fake3084,14,9,6,13
fake3085,14,9,7,14
fake3086,14,9,8,15
fake3087,14,9,9,16
fake3088,14,9,10,1
fake3089,14,9,11,2
fake3090,14,9,12,3
fake3091,14,9,13,4
fake3092,14,9,14,5
fake3093,14,9,15,6
fake3094,14,9,16,7
fake3095,14,10,1,9
fake3096,14,10,2,10
fake3097,14,10,3,11
fake3098,14,10,4,12
fake3099,14,10,5,13
fake3100,14,10,6,14
fake3101,14,10,8,16
fake3102,14,10,9,1
fake3103,14,10,10,2
fake3104,14,10,11,3
fake3105,14,10,12,4
fake3106,14,10,13,5
fake3107,14,10,15,7
fake3108,14,10,16,8
fake3109,14,11,1,10
fake3110,14,11,2,11
fake3111,14,11,3,12
fake3112,14,11,4,13
fake3113,14,11,5,14
fake3114,14,11,6,15
fake3115,14,11,7,16
fake3116,14,11,8,1
fake3117,14,11,9,2
fake3118,14,11,10,3
fake3119,14,11,11,4
fake3120,14,11,12,5
fake3121,14,11,13,6
fake3122,14,11,14,7
fake3123,14,11,15,8
fake3124,14,11,16,9
fake3125,14,12,2,12
fake3126,14,12,3,13
fake3127,14,12,4,14
fake3128,14,12,6,16
fake3129,14,12,7,1
fake3130,14,12,8,2
fake3131,14,12,9,3
fake3132,14,12,10,4
fake3133,14,12,11,5
fake3134,14,12,13,7
fake3135,14,12,14,8
fake3136,14,12,15,9
fake3137,14,12,16,10
fake3138,14,13,1,12
fake3139,14,13,2,13
fake3140,14,13,3,14
fake3141,14,13,4,15
fake3142,14,13,5,16
fake3143,14,13,6,1
fake3144,14,13,7,2
fake3145,14,13,8,3
fake3146,14,13,9,4
fake3147,14,13,10,5
fake3148,14,13,11,6
fake3149,14,13,13,8
fake3150,14,13,14,9
fake3151,14,13,15,10
fake3152,14,13,16,11
fake3153,14,14,1,13
fake3154,14,14,2,14
fake3155,14,14,3,15
fake3156,14,14,5,1
fake3157,14,14,6,2
fake3158,14,14,7,3
fake3159,14,14,8,4
fake3160,14,14,9,5
fake3161,14,14,10,6
fake3162,14,14,11,7
fake3163,14,14,12,8
fake3164,14,14,13,9
fake3165,14,14,14,10
fake3166,14,14,16,12
fake3167,14,15,1,14
fake3168,14,15,2,15
fake3169,14,15,3,16
fake3170,14,15,4,1
fake3171,14,15,5,2
fake3172,14,15,6,3
fake3173,14,15,8,5
fake3174,14,15,9,6
fake3175,14,15,10,7
fake3176,14,15,11,8
fake3177,14,15,12,9
fake3178,14,15,13,10
fake3179,14,15,14,11
fake3180,14,15,15,12
fake3181,14,15,16,13
fake3182,14,16,1,15
fake3183,14,16,2,16
fake3184,14,16,3,1
fake3185,14,16,5,3
fake3186,14,16,6,4
fake3187,14,16,7,5
fake3188,14,16,8,6
fake3189,14,16,10,8
fake3190,14,16,11,9
fake3191,14,16,12,10
fake3192,14,16,13,11
fake3193,14,16,14,12
fake3194,14,16,15,13
fake3195,14,16,16,14
fake3196,15,1,1,1
fake3197,15,1,3,3
fake3198,15,1,4,4
fake3199,15,1,5,5
fake3200,15,1,6,6
fake3201,15,1,7,7
fake3202,15,1,8,8
fake3203,15,1,9,9
fake3204,15,1,10,10
fake3205,15,1,11,11
fake3206,15,1,12,12
fake3207,15,1,13,13
fake3208,15,1,14,14
fake3209,15,1,15,15
fake3210,15,1,16,16
fake3211,15,2,1,2
fake3212,15,2,2,3
fake3213,15,2,3,4
fake3214,15,2,5,6
fake3215,15,2,7,8
fake3216,15,2,8,9
fake3217,15,2,9,10
fake3218,15,2,10,11
fake3219,15,2,11,12
fake3220,15,2,12,13
fake3221,15,2,13,14
fake3222,15,2,14,15
fake3223,15,2,15,16
fake3224,15,2,16,1
fake3225,15,3,1,3
fake3226,15,3,2,4
fake3227,15,3,3,5
fake3228,15,3,4,6
fake3229,15,3,5,7
fake3230,15,3,6,8
fake3231,15,3,7,9
fake3232,15,3,8,10
fake3233,15,3,9,11
fake3234,15,3,10,12
fake3235,15,3,11,13
fake3236,15,3,12,14
fake3237,15,3,13,15
fake3238,15,3,14,16
fake3239,15,3,15,1
fake3240,15,4,1,4
fake3241,15,4,2,5
fake3242,15,4,3,6
fake3243,15,4,4,7
fake3244,15,4,5,8
fake3245,15,4,6,9
fake3246,15,4,8,11
fake3247,15,4,9,12
fake3248,15,4,10,13
fake3249,15,4,13,16
fake3250,15,4,14,1
fake3251,15,4,15,2
fake3252,15,4,16,3
fake3253,15,5,1,5
fake3254,15,5,2,6
fake3255,15,5,3,7
fake3256,15,5,4,8
fake3257,15,5,5,9
fake3258,15,5,7,11
fake3259,15,5,8,12
fake3260,15,5,9,13
fake3261,15,5,10,14
fake3262,15,5,11,15
fake3263,15,5,12,16
fake3264,15,5,13,1
fake3265,15,5,16,4
fake3266,15,6,1,6
fake3267,15,6,2,7
fake3268,15,6,3,8
fake3269,15,6,4,9
fake3270,15,6,5,10
fake3271,15,6,6,11
fake3272,15,6,7,12
fake3273,15,6,8,13
fake3274,15,6,9,14
fake3275,15,6,10,15
fake3276,15,6,11,16
fake3277,15,6,13,2
fake3278,15,6,14,3
fake3279,15,6,15,4
fake3280,15,6,16,5
fake3281,15,7,1,7
fake3282,15,7,2,8
fake3283,15,7,3,9
fake3284,15,7,4,10
fake3285,15,7,5,11
fake3286,15,7,6,12
fake3287,15,7,7,13
fake3288,15,7,8,14
fake3289,15,7,9,15
fake3290,15,7,10,16
fake3291,15,7,12,2
fake3292,15,7,13,3
fake3293,15,7,14,4
fake3294,15,7,15,5
fake3295,15,7,16,6
fake3296,15,8,1,8
fake3297,15,8,2,9
fake3298,15,8,3,10
fake3299,15,8,4,11
fake3300,15,8,5,12
fake3301,15,8,6,13
fake3302,15,8,7,14
fake3303,15,8,8,15
fake3304,15,8,10,1
fake3305,15,8,11,2
fake3306,15,8,12,3
fake3307,15,8,13,4
fake3308,15,8,14,5
fake3309,15,8,15,6
fake3310,15,8,16,7
fake3311,15,9,1,9
fake3312,15,9,2,10
fake3313,15,9,3,11
fake3314,15,9,4,12
fake3315,15,9,5,13
fake3316,15,9,6,14
fake3317,15,9,7,15
fake3318,15,9,8,16
fake3319,15,9,9,1
fake3320,15,9,10,2
fake3321,15,9,11,3
fake3322,15,9,12,4
fake3323,15,9,13,5
fake3324,15,9,14,6
fake3325,15,9,15,7
fake3326,15,9,16,8
fake3327,15,10,1,10
fake3328,15,10,2,11
fake3329,15,10,4,13
fake3330,15,10,5,14
fake3331,15,10,6,15
fake3332,15,10,7,16
fake3333,15,10,8,1
fake3334,15,10,9,2
fake3335,15,10,10,3
fake3336,15,10,11,4
fake3337,15,10,12,5
fake3338,15,10,13,6
fake3339,15,10,14,7
fake3340,15,10,15,8
fake3341,15,10,16,9
fake3342,15,11,1,11
fake3343,15,11,2,12
fake3344,15,11,3,13
fake3345,15,11,4,14
fake3346,15,11,5,15
fake3347,15,11,6,16
fake3348,15,11,8,2
fake3349,15,11,9,3
fake3350,15,11,10,4
fake3351,15,11,11,5
fake3352,15,11,12,6
fake3353,15,11,13,7
fake3354,15,11,14,8
fake3355,15,11,15,9
fake3356,15,11,16,10
fake3357,15,12,1,12
fake3358,15,12,2,13
fake3359,15,12,3,14
fake3360,15,12,4,15
fake3361,15,12,5,16
fake3362,15,12,7,2
fake3363,15,12,8,3
fake3364,15,12,9,4
fake3365,15,12,10,5
fake3366,15,12,11,6
fake3367,15,12,12,7
fake3368,15,12,13,8
fake3369,15,12,14,9
fake3370,15,12,15,10
fake3371,15,12,16,11
fake3372,15,13,1,13
fake3373,15,13,4,16
fake3374,15,13,6,2
fake3375,15,13,7,3
fake3376,15,13,8,4
fake3377,15,13,9,5
fake3378,15,13,11,7
fake3379,15,13,12,8
fake3380,15,13,14,10
fake3381,15,13,15,11
fake3382,15,13,16,12
fake3383,15,14,1,14
fake3384,15,14,2,15
fake3385,15,14,3,16
fake3386,15,14,4,1
fake3387,15,14,5,2
fake3388,15,14,6,3
fake3389,15,14,7,4
fake3390,15,14,8,5
fake3391,15,14,9,6
fake3392,15,14,10,7
fake3393,15,14,11,8
fake3394,15,14,12,9
fake3395,15,14,13,10
fake3396,15,14,14,11
fake3397,15,14,15,12
fake3398,15,15,1,15
fake3399,15,15,2,16
fake3400,15,15,4,2
fake3401,15,15,5,3
fake3402,15,15,7,5
fake3403,15,15,8,6
fake3404,15,15,9,7
fake3405,15,15,10,8
fake3406,15,15,11,9
fake3407,15,15,12,10
fake3408,15,15,13,11
fake3409,15,15,14,12
fake3410,15,15,15,13
fake3411,15,15,16,14
fake3412,15,16,1,16
fake3413,15,16,2,1
fake3414,15,16,3,2
fake3415,15,16,4,3
fake3416,15,16,5,4
fake3417,15,16,6,5
fake3418,15,16,8,7
fake3419,15,16,9,8
fake3420,15,16,10,9
fake3421,15,16,12,11
fake3422,15,16,13,12
fake3423,15,16,14,13
fake3424,15,16,15,14
fake3425,15,16,16,15
fake3426,16,1,1,2
fake3427,16,1,3,4
fake3428,16,1,4,5
fake3429,16,1,5,6
fake3430,16,1,6,7
fake3431,16,1,7,8
fake3432,16,1,9,10
fake3433,16,1,10,11
fake3434,16,1,11,12
fake3435,16,1,13,14
fake3436,16,1,14,15
fake3437,16,1,15,16
fake3438,16,1,16,1
fake3439,16,2,1,3
fake3440,16,2,3,5
fake3441,16,2,4,6
fake3442,16,2,5,7
fake3443,16,2,6,8
fake3444,16,2,7,9
fake3445,16,2,8,10
fake3446,16,2,9,11
fake3447,16,2,10,12
fake3448,16,2,11,13
fake3449,16,2,12,14
fake3450,16,2,13,15
fake3451,16,2,15,1
fake3452,16,2,16,2
fake3453,16,3,1,4
fake3454,16,3,2,5
fake3455,16,3,3,6
fake3456,16,3,4,7
fake3457,16,3,5,8
fake3458,16,3,6,9
fake3459,16,3,7,10
fake3460,16,3,9,12
fake3461,16,3,11,14
fake3462,16,3,12,15
fake3463,16,3,14,1
fake3464,16,3,15,2
fake3465,16,3,16,3
fake3466,16,4,1,5
fake3467,16,4,2,6
fake3468,16,4,3,7
fake3469,16,4,4,8
fake3470,16,4,5,9
fake3471,16,4,6,10
fake3472,16,4,7,11
fake3473,16,4,10,14
fake3474,16,4,11,15
fake3475,16,4,12,16
fake3476,16,4,13,1
fake3477,16,4,14,2
fake3478,16,4,15,3
fake3479,16,4,16,4
fake3480,16,5,1,6
fake3481,16,5,2,7
fake3482,16,5,3,8
fake3483,16,5,4,9
fake3484,16,5,6,11
fake3485,16,5,8,13
fake3486,16,5,9,14
fake3487,16,5,10,15
fake3488,16,5,11,16
fake3489,16,5,12,1
fake3490,16,5,13,2
fake3491,16,5,14,3
fake3492,16,6,1,7
fake3493,16,6,3,9
fake3494,16,6,4,10
fake3495,16,6,5,11
fake3496,16,6,6,12
fake3497,16,6,7,13
fake3498,16,6,8,14
fake3499,16,6,9,15
fake3500,16,6,10,16
fake3501,16,6,12,2
fake3502,16,6,13,3
fake3503,16,6,14,4
fake3504,16,6,16,6
fake3505,16,7,2,9
fake3506,16,7,3,10
fake3507,16,7,4,11
fake3508,16,7,5,12
fake3509,16,7,6,13
fake3510,16,7,7,14
fake3511,16,7,8,15
fake3512,16,7,9,16
fake3513,16,7,10,1
fake3514,16,7,11,2
fake3515,16,7,12,3
fake3516,16,7,13,4
fake3517,16,7,14,5
fake3518,16,7,15,6
fake3519,16,7,16,7
fake3520,16,8,1,9
fake3521,16,8,2,10
fake3522,16,8,3,11
fake3523,16,8,4,12
fake3524,16,8,5,13
fake3525,16,8,6,14
fake3526,16,8,7,15
fake3527,16,8,8,16
fake3528,16,8,9,1
fake3529,16,8,10,2
fake3530,16,8,11,3
fake3531,16,8,12,4
fake3532,16,8,13,5
fake3533,16,8,14,6
fake3534,16,8,15,7
fake3535,16,8,16,8
fake3536,16,9,1,10
fake3537,16,9,2,11
fake3538,16,9,3,12
fake3539,16,9,4,13
fake3540,16,9,5,14
fake3541,16,9,6,15
fake3542,16,9,7,16
fake3543,16,9,8,1
fake3544,16,9,9,2
fake3545,16,9,10,3
fake3546,16,9,11,4
fake3547,16,9,12,5
fake3548,16,9,13,6
fake3549,16,9,14,7
fake3550,16,9,15,8
fake3551,16,10,1,11
fake3552,16,10,2,12
fake3553,16,10,3,13
fake3554,16,10,4,14
fake3555,16,10,5,15
fake3556,16,10,6,16
fake3557,16,10,8,2
fake3558,16,10,10,4
fake3559,16,10,11,5
fake3560,16,10,12,6
fake3561,16,10,13,7
fake3562,16,10,14,8
fake3563,16,10,16,10
fake3564,16,11,1,12
fake3565,16,11,2,13
fake3566,16,11,3,14
fake3567,16,11,4,15
fake3568,16,11,5,16
fake3569,16,11,6,1
fake3570,16,11,7,2
fake3571,16,11,8,3
fake3572,16,11,9,4
fake3573,16,11,10,5
fake3574,16,11,12,7
fake3575,16,11,13,8
fake3576,16,11,14,9
fake3577,16,11,15,10
fake3578,16,11,16,11
fake3579,16,12,1,13
fake3580,16,12,2,14
fake3581,16,12,3,15
fake3582,16,12,4,16
fake3583,16,12,5,1
fake3584,16,12,6,2
fake3585,16,12,7,3
fake3586,16,12,8,4
fake3587,16,12,10,6
fake3588,16,12,11,7
fake3589,16,12,12,8
fake3590,16,12,14,10
fake3591,16,12,15,11
fake3592,16,12,16,12
fake3593,16,13,1,14
fake3594,16,13,3,16
fake3595,16,13,4,1
fake3596,16,13,5,2
fake3597,16,13,6,3
fake3598,16,13,7,4
fake3599,16,13,8,5
fake3600,16,13,9,6
fake3601,16,13,10,7
fake3602,16,13,11,8
fake3603,16,13,12,9
fake3604,16,13,13,10
fake3605,16,13,14,11
fake3606,16,13,15,12
fake3607,16,13,16,13
fake3608,16,14,1,15
fake3609,16,14,2,16
fake3610,16,14,3,1
fake3611,16,14,4,2
fake3612,16,14,6,4
fake3613,16,14,8,6
fake3614,16,14,9,7
fake3615,16,14,10,8
fake3616,16,14,11,9
fake3617,16,14,12,10
fake3618,16,14,13,11
fake3619,16,14,14,12
fake3620,16,14,15,13
fake3621,16,14,16,14
fake3622,16,15,2,1
fake3623,16,15,3,2
fake3624,16,15,5,4
fake3625,16,15,6,5
fake3626,16,15,7,6
fake3627,16,15,8,7
fake3628,16,15,9,8
fake3629,16,15,10,9
fake3630,16,15,11,10
fake3631,16,15,12,11
fake3632,16,15,13,12
fake3633,16,15,14,13
fake3634,16,15,15,14
fake3635,16,15,16,15
fake3636,16,16,1,1
fake3637,16,16,2,2
fake3638,16,16,3,3
fake3639,16,16,4,4
fake3640,16,16,5,5
fake3641,16,16,6,6
fake3642,16,16,7,7
fake3643,16,16,8,8
fake3644,16,16,9,9
fake3645,16,16,10,10
fake3646,16,16,11,11
fake3647,16,16,12,12
fake3648,16,16,13,13
fake3649,16,16,14,14
fake3650,16,16,16,16
